CD_EMPRESA;ANO;DS_FINANCIAMENTO;VL_FINANCIAMENTO;CD_INDICE;TX_MULTIPLICADOR_INDICE;TX_ADICIONAL;CD_INDICE_2;TX_MULTIPLICADOR_INDICE_2;TX_ADICIONAL_2;CD_INDICE_FIM;TX_MULTIPLICADOR_INDICE_FIM;TX_ADICIONAL_FIM;;;;
4;2016;Term loan JBS Lux 2018; 1.325.381 ;;;3,8;;;;;;;;;;
4;2016;Term loan JBS Lux 2020; 1.570.433 ;;;3,8;;;;;;;;;;
4;2016;Term loan JBS Lux 2022; 3.846.357 ;;;4;;;;;;;;;;
4;2016;Term loan Five Rivers 2019; 292.938 ;;;2,7;;;;;;;;;;
4;2016;Notas 6,25% Moy Park 2021; 1.198.609 ;;;6,25;;;;;;;;;;
4;2016;Notas 8,25% JBS Lux 2020; 2.332.708 ;;;8,25;;;;;;;;;;
4;2016;Notas 7,25% JBS Lux 2021; 3.721.928 ;;;7,25;;;;;;;;;;
4;2016;Notas 5,875% JBS Lux 2024; 2.492.038 ;;;5,88;;;;;;;;;;
4;2016;Notas 5,75% JBS Lux 2025; 2.914.770 ;;;5,75;;;;;;;;;;
4;2016;Notas 5,75% PPC 2025; 1.642.596 ;;;5,75;;;;;;;;;;
4;2016;Linha de crédito PPC - Term loan; 1.605.208 ;;;2;;;;;;;;;;
4;2016;Marshaltown; 31.685 ;;;2,34;;;;;;;;;;
4;2016;Capital de giro - Reais; 451.924 ;;;15,95;;;;;;;;;;
4;2016;Capital de giro - Dólares Americanos; 495.533 ;;;4,63;;;;;;;;;;
4;2016;Capital de giro - Euros; 190.750 ;;;1,98;;;;;;;;;;
4;2016;Capital de giro - Pesos Argentinos; 74.521 ;;;7,26;;;;;;;;;;
4;2016;Nota de crédito - exportação; 2.685.902 ;;;16,3;;;;;;;;;;
4;2016;Nota de crédito - importação; 315.495 ;;;3,65;;;;;;;;;;
4;2016;FCO - Fundo do Centro Oeste; 3.573 ;;;10,14;;;;;;;;;;
4;2016;CDC - Crédito Direto ao Consumidor; 16.359 ;;;18,93;;;;;;;;;;
4;2016;CCB - BNDES; 16.873 ;;;3,67;;;;;;;;;;
4;2016;ACC - Adto. de contrato de câmbio; 922 ;;;3,54;;;;;;;;;;
4;2016;Custeio Pecuário; 1.137.628 ;;;10,62;;;;;;;;;;
4;2016;Linha de crédito canadense & crédito rotativo; 244.902 ;;;4,8;;;;;;;;;;
4;2016;Linha de crédito canadense - term loan; 33.093 ;;;3,65;;;;;;;;;;
4;2016;Linha bancária canadense; 8.076 ;;;3,5;;;;;;;;;;
4;2016;Linha de crédito mexicana; 75.996 ;;;7,1;;;;;;;;;;
4;2016;Outros; 73.174 ;;;0,92;;;;;;;;;;
4;2017;ACC - Adiantamento de contrato de câmbio; 5.055.776 ;;;4,82;;;;;;;;;;
4;2017;Pré-pagamento; 8.133.841 ;;;5,61;;;;;;;;;;
4;2017;144-A; 8.484.742 ;;;7,14;;;;;;;;;;
4;2017;Nota de crédito - importação; 98.641 ;;;4,44;;;;;;;;;;
4;2017;FINIMP; 20.340 ;;;5,09;;;;;;;;;;
4;2017;Capital de giro - Euros/Dólares americanos; 88.600 ;;;2,38;;;;;;;;;;
4;2017;FINAME; 149.782 ;;;7,9;;;;;;;;;;
4;2017;FINEP; 112.502 ;;;5,54;;;;;;;;;;
4;2017;JBS Mortgage; 6.745 ;;;5,8;;;;;;;;;;
4;2017;Linha de Crédito Sênior Garantida JBS Lux; 1.947.734 ;;;3,12;;;;;;;;;;
4;2017;Term loan JBS Lux 2022; 9.164.006 ;;;4,1;;;;;;;;;;
4;2017;Term loan Five Rivers 2019; 276.456 ;;;4,07;;;;;;;;;;
4;2017;Notas 6,25% Moy Park 2021; 1.325.033 ;;;6,25;;;;;;;;;;
4;2017;Notas 8,25% JBS Lux 2020; 2.378.481 ;;;8,25;;;;;;;;;;
4;2017;Notas 7,25% JBS Lux 2021; 3.791.888 ;;;7,25;;;;;;;;;;
4;2017;Notas 5,875% JBS Lux 2024; 2.533.713 ;;;5,87;;;;;;;;;;
4;2017;Notas 5,75% JBS Lux 2025; 2.963.696 ;;;5,75;;;;;;;;;;
4;2017;Notas 5,75% PPC 2025; 2.519.277 ;;;5,75;;;;;;;;;;
4;2017;Notas 5,875% PPC 2027; 1.992.127 ;;;5,88;;;;;;;;;;
4;2017;Linha de crédito PPC - Term loan; 2.595.205 ;;;2,61;;;;;;;;;;
4;2017;Linha de crédito PPC - Crédito rotativo; 216.532 ;;;2,84;;;;;;;;;;
4;2017;Marshaltown; 32.458 ;;;2,34;;;;;;;;;;
4;2017;Capital de giro - Reais; 144.198 ;;;10,54;;;;;;;;;;
4;2017;Capital de giro - Dólares Americanos; 112.472 ;;;3,83;;;;;;;;;;
4;2017;Capital de giro - Euros; 101.354 ;;;1,51;;;;;;;;;;
4;2017;Nota de crédito - exportação; 2.132.038 ;;;9,03;;;;;;;;;;
4;2017;Nota de crédito - importação; 187.462 ;;;3,96;;;;;;;;;;
4;2017;FCO - Fundo do Centro Oeste; 1.725 ;;;10,15;;;;;;;;;;
4;2017;CDC - Crédito Direto ao Consumidor; 40.739 ;;;17,99;;;;;;;;;;
4;2017;CCB; 22.003 ;;;9;;;;;;;;;;
4;2017;ACC - Adto. de contrato de câmbio; 126 ;;;3,82;;;;;;;;;;
4;2017;Custeio Pecuário; 100.630 ;;;11,11;;;;;;;;;;
4;2017;Linha de crédito mexicana; 254.237 ;;;8,34;;;;;;;;;;
4;2017;Outros; 40.618 ;;;2,05;;;;;;;;;;
4;2018;ACC - Adiantamento de contrato de câmbio; 3.729.883 ;;;5,89;;;;;;;;;;
4;2018;Pré-pagamento; 6.969.647 ;;;6,09;;;;;;;;;;
4;2018;Notas 6,25% JBS S.A 2023; 3.069.476 ;;;6,25;;;;;;;;;;
4;2018;Notas 7,25% JBS S.A 2024; 2.955.103 ;;;7,25;;;;;;;;;;
4;2018;Notas 7,00% JBS S.A 2026; 1.926.333 ;;;7;;;;;;;;;;
4;2018;Nota de crédito - importação; 117.700 ;;;5,48;;;;;;;;;;
4;2018;FINIMP; 5.440 ;;;6,02;;;;;;;;;;
4;2018;Linha de crédito - Scott; 8.548 ;;;4,72;;;;;;;;;;
4;2018;Capital de giro - Euros/Dólar/Libra; 71.995 ;;;2,63;;;;;;;;;;
4;2018;FINAME; 90.836 ;;;7,89;;;;;;;;;;
4;2018;FINEP; 87.109 ;;;6,17;;;;;;;;;;
4;2018;JBS Mortgage; 7.168 ;;;5,8;;;;;;;;;;
4;2018;Term loan JBS Lux 2022; 12.591.156 ;;;5,24;;;;;;;;;;
4;2018;Notas 7,25% JBS Lux 2021; 2.563.053 ;;;7,25;;;;;;;;;;
4;2018;Notas 5,875% JBS Lux 2024; 2.970.492 ;;;5,88;;;;;;;;;;
4;2018;Notas 5,75% JBS Lux 2025; 3.474.801 ;;;5,75;;;;;;;;;;
4;2018;Notas 5,75% PPC 2025; 3.921.755 ;;;5,75;;;;;;;;;;
4;2018;Notas 5,875% PPC 2027; 3.285.765 ;;;5,88;;;;;;;;;;
4;2018;Notas 6,75% JBS Lux 2028; 3.544.776 ;;;6,75;;;;;;;;;;
4;2018;Linha de crédito PPC - Term loan; 1.909.974 ;;;3,63;;;;;;;;;;
4;2018;Capital de giro - Reais; 140.268 ;;;7,82;;;;;;;;;;
4;2018;Capital de giro - Dólares Americanos; 174.095 ;;;2,91;;;;;;;;;;
4;2018;Capital de giro - Euros; 61.138 ;;;1,37;;;;;;;;;;
4;2018;Nota de crédito - exportação; 1.840.156 ;;;9,02;;;;;;;;;;
4;2018;CDC - Crédito Direto ao Consumidor; 155.151 ;;;14,14;;;;;;;;;;
4;2018;CCB; 19.317 ;;;8,98;;;;;;;;;;
4;2018;ACC - Adto. de contrato de câmbio; 1.087 ;;;2,91;;;;;;;;;;
4;2018;Custeio Pecuário; 325.724 ;;;7,42;;;;;;;;;;
4;2018;Linha de crédito - Scott; 20.777 ;;;5,48;;;;;;;;;;
4;2018;Acordo Confinamento JBS Austrália; 73.664 ;;;7;;;;;;;;;;
4;2018;Outros; 61.270 ;;;1,61;;;;;;;;;;
8;2013;Bancos Comerciais; 138.929 ;;;8,66;;;;;;;;;;
8;2013;Investimentos BNDES; 33.805 ;;;6,8;;;;;;;;;;
8;2013;BNDES (Investimentos); 220.843 ;;;9,38;;;;;;;;;;
8;2013;BNDES (Investimentos); 145.000 ;;;9,36;;;;;;;;;;
8;2013;BNDES (Investimentos); 774.835 ;;;6,4;;;;;;;;;;
8;2013;BNDES (Investimentos); 150.925 ;;;7,5;;;;;;;;;;
8;2013;BNDES (Investimentos); 74.267 ;;;6,8;;;;;;;;;;
8;2013;BNDES (FINAME); 614 ;;;8,75;;;;;;;;;;
8;2013;NCC; 22.413 ;;;8,52;;;;;;;;;;
8;2013;NCE; 73.962 ;;;8,7;;;;;;;;;;
8;2013;Bancos Comerciais; 302 ;;;10,04;;;;;;;;;;
8;2013;BNDES (FINAME); 35.999 ;;;2,5;;;;;;;;;;
8;2013;Investimentos BNDES; 417.507 ;;;6,4;;;;;;;;;;
8;2013;Investimentos BNDES; 65.132 ;;;7,5;;;;;;;;;;
8;2013;Investimentos BNDES; 135.269 ;;;6,5;;;;;;;;;;
8;2013;Investimentos BNDES; 65.548 ;;;8;;;;;;;;;;
8;2013;Investimentos BNDES; 521.516 ;;;7,71;;;;;;;;;;
8;2013;Investimentos BNDES; 165.306 ;;;6,4;;;;;;;;;;
8;2013;BNDES (FINAME); 87.999 ;;;2,5;;;;;;;;;;
8;2013;NCE; 104.726 ;;;10,95;;;;;;;;;;
8;2013;NCE; 304.046 ;;;8,78;;;;;;;;;;
8;2013;NCE; 150.873 ;;;9,04;;;;;;;;;;
8;2013;FINIMP; 6.954 ;;;3,1;;;;;;;;;;
8;2013;Investimentos BNDES; 97.877 ;;;6,4;;;;;;;;;;
8;2013;Bancos Comerciais (terminal); 10.441 ;;;18,85;;;;;;;;;;
8;2013;BNDES (FINAME); 113.942 ;;;6,42;;;;;;;;;;
8;2013;NCE/NP; 6.000 ;;;8,5;;;;;;;;;;
8;2013;Finem e BNDES automatico; 52.446 ;;;9,85;;;;;;;;;;
8;2013;5ª emissão; 11.685 ;;;10,15;;;;;;;;;;
8;2013;6ª emissão; 60.238 ;;;10,15;;;;;;;;;;
8;2013;8ª emissão - 1ª; 323.270 ;;;9,34;;;;;;;;;;
8;2013;8ª emissão - 2ª; 548.746 ;;;15;;;;;;;;;;
8;2013;9ª emissão - 1ª; 148.383 ;;;9,34;;;;;;;;;;
8;2013;9ª emissão - 2ª; 223.692 ;;;9,34;;;;;;;;;;
8;2013;10ª emissão; 765.358 ;;;8,97;;;;;;;;;;
8;2013;3ª emissão; 170.824 ;;;8,2;;;;;;;;;;
8;2013;1ª emissão; 128.540 ;;;6,5;;;;;;;;;;
8;2013;6ª emissão; 166.881 ;;;8,2;;;;;;;;;;
8;2013;8ª emissão; 162.757 ;;;10,1;;;;;;;;;;
8;2013;Debêntures; 82.441 ;;;0;;;;;;;;;;
8;2013;1ª emissão; 170.824 ;;;8,2;;;;;;;;;;
8;2013;ALL Malha Oeste; 51.471 ;15;100;12;;;;;;;;;;
8;2013;ALL Malha Paulista; 177.367 ;15;100;12;;;;;;;;;;
8;2013;ALL Malha Sul; 120.080 ;15;100;12;;;;;;;;;;
8;2013;ALL Malha Oeste; 2.709 ;15;100;12;;;;;;;;;;
8;2013;ALL Malha Paulista; 9.335 ;15;100;12;;;;;;;;;;
8;2013;ALL Malha Sul; 6.320 ;15;100;12;;;;;;;;;;
8;2014;Bancos Comerciais; 70.184 ;;;11,62;;;;;;;;;;
8;2014;Investimentos BNDES; 24.131 ;;;6,8;;;;;;;;;;
8;2014;Bancos Comerciais; 39.958 ;;;12,07;;;;;;;;;;
8;2014;Bancos Comerciais; 111.091 ;;;12,15;;;;;;;;;;
8;2014;Investimentos BNDES; 826.278 ;;;0;;;;;;;;;;
8;2014;Investimentos BNDES; 107.862 ;;;0;;;;;;;;;;
8;2014;Investimentos BNDES; 53.058 ;;;6,4;;;;;;;;;;
8;2014;BNDES (FINAME); 415 ;;;7,5;;;;;;;;;;
8;2014;NCC; 11.313 ;;;11,44;;;;;;;;;;
8;2014;Bancos Comerciais; 40.208 ;;;12,07;;;;;;;;;;
8;2014;Investimentos BNDES; 48.137 ;;;6,4;;;;;;;;;;
8;2014;Investimentos BNDES; 497.412 ;;;7,5;;;;;;;;;;
8;2014;Bancos Comerciais; 22.005 ;;;12,07;;;;;;;;;;
8;2014;Investimentos BNDES; 26.817 ;;;6,5;;;;;;;;;;
8;2014;Investimentos BNDES; 34.092 ;;;8;;;;;;;;;;
8;2014;Investimentos BNDES; 502.838 ;;;7,71;;;;;;;;;;
8;2014;Investimentos BNDES; 229.195 ;;;6,4;;;;;;;;;;
8;2014;BNDES (FINAME); 155.834 ;;;2,5;;;;;;;;;;
8;2014;BNDES (FINAME); 1.760 ;;;3,5;;;;;;;;;;
8;2014;NCE; 116.362 ;;;10,95;;;;;;;;;;
8;2014;NCE; 304.959 ;;;11,79;;;;;;;;;;
8;2014;NCE; 399.410 ;;;12,14;;;;;;;;;;
8;2014;FINIMP; 3.012 ;;;4,12;;;;;;;;;;
8;2014;Bancos Comerciais; 3.778 ;;;12,07;;;;;;;;;;
8;2014;Investimentos BNDES; 94.515 ;;;6,4;;;;;;;;;;
8;2014;Bancos Comerciais (terminal); 7.503 ;;;20,98;;;;;;;;;;
8;2014;BNDES (FINAME); 202.961 ;;;3,7;;;;;;;;;;
8;2014;Finem e BNDES automatico; 44.031 ;;;9,85;;;;;;;;;;
8;2014;8ª emissão - 1ª; 551.572 ;;;9,34;;;;;;;;;;
8;2014;8ª emissão - 2ª; 344.294 ;;;15;;;;;;;;;;
8;2014;9ª emissão - 1ª; 148.783 ;;;9,34;;;;;;;;;;
8;2014;9ª emissão - 2ª; 228.771 ;;;9,34;;;;;;;;;;
8;2014;10ª emissão; 769.883 ;;;8,97;;;;;;;;;;
8;2014;3ª emissão; 172.904 ;;;8,2;;;;;;;;;;
8;2014;1ª emissão; 64.271 ;;;6,5;;;;;;;;;;
8;2014;6ª emissão; 172.903 ;;;8,2;;;;;;;;;;
8;2014;Debêntures; 64.974 ;;;0;;;;;;;;;;
8;2014;1ª emissão; 172.903 ;;;8,2;;;;;;;;;;
8;2014;ALL Malha Oeste; 51.471 ;15;100;12;;;;;;;;;;
8;2014;ALL Malha Paulista; 177.367 ;15;100;12;;;;;;;;;;
8;2014;ALL Malha Sul; 120.080 ;15;100;12;;;;;;;;;;
8;2014;ALL Malha Oeste; 2.709 ;15;100;12;;;;;;;;;;
8;2014;ALL Malha Paulista; 9.335 ;15;100;12;;;;;;;;;;
8;2014;ALL Malha Sul; 6.320 ;15;100;12;;;;;;;;;;
8;2015;FINEM (BNDES); 1.255 ;;;5,37;;;;;;;;;;
8;2015;FINEM (BNDES); 2.425.610 ;;;8,05;;;;;;;;;;
8;2015;FINEM (BNDES); 5.595 ;;;15,75;;;;;;;;;;
8;2015;FINAME (BNDES); 413.367 ;;;3,88;;;;;;;;;;
8;2015;FINAME (BNDES); 217 ;;;10,85;;;;;;;;;;
8;2015;Loan 4131; 90.684 ;;;2,4;;;;;;;;;;
8;2015;NCE; 126.669 ;;;3,4;;;;;;;;;;
8;2015;NCE; 406.805 ;;;15,97;;;;;;;;;;
8;2015;NCE; 304.644 ;;;15,51;;;;;;;;;;
8;2015;Bancos Comerciais; 205.781 ;;;18,13;;;;;;;;;;
8;2015;Bancos Comerciais; 195.632 ;;;19,74;;;;;;;;;;
8;2015;Debêntures; 3.898 ;;;20,98;;;;;;;;;;
8;2015;Debêntures não conversíveis; 2.592 ;;;8,58;;;;;;;;;;
8;2015;Debêntures não conversíveis; 526.285 ;;;15,35;;;;;;;;;;
8;2015;Debêntures não conversíveis; 161.175 ;;;10,1;;;;;;;;;;
8;2015;Debêntures não conversíveis; 775.227 ;;;15,62;;;;;;;;;;
8;2015;Debêntures privadas; 30.316 ;;;0;;;;;;;;;;
8;2016;Bancos Comerciais; 86.140 ;;;6,33;;;;;;;;;;
8;2016;Bancos Comerciais; 163.815 ;;;19,21;;;;;;;;;;
8;2016;Finame (BNDES); 1.232.984 ;;;5,05;;;;;;;;;;
8;2016;Finame (BNDES); 17 ;;;11,4;;;;;;;;;;
8;2016;Finem (BNDES); 3.930 ;;;3,52;;;;;;;;;;
8;2016;Finem (BNDES); 2.663.459 ;;;9,33;;;;;;;;;;
8;2016;Finem (BNDES); 3.453 ;;;14,6;;;;;;;;;;
8;2016;Finem (BNDES); 5.277 ;;;13,65;;;;;;;;;;
8;2016;NCE; 294.516 ;;;17,61;;;;;;;;;;
8;2016;NCE; 80.486 ;;;17,57;;;;;;;;;;
8;2016;NCE; 120.069 ;;;15,39;;;;;;;;;;
8;2016;NCE; 552.576 ;;;18,01;;;;;;;;;;
8;2016;Debêntures não conversíveis; 350.852 ;;;14,8;;;;;;;;;;
8;2016;Debêntures não conversíveis; 163.862 ;;;13,13;;;;;;;;;;
8;2016;Debêntures não conversíveis; 300.183 ;;;15,11;;;;;;;;;;
8;2016;Debêntures não conversíveis; 2.347.271 ;;;17,61;;;;;;;;;;
8;2016;Debêntures não conversíveis; 154.285 ;;;15,96;;;;;;;;;;
8;2017;Finame (BNDES); 1.281.371 ;;;5,26;;;;;;;;;;
8;2017;Finem (BNDES); 2.695 ;;;3,89;;;;;;;;;;
8;2017;Finame (BNDES); 2.270.055 ;;;8,83;;;;;;;;;;
8;2017;Finame (BNDES); 2.840 ;;;10,74;;;;;;;;;;
8;2017;Finame (BNDES); 4.075 ;;;13,65;;;;;;;;;;
8;2017;NCE; 59.858 ;;;7,75;;;;;;;;;;
8;2017;NCE; 644.766 ;;;8,69;;;;;;;;;;
8;2017;NCE; 294.968 ;;;10,63;;;;;;;;;;
8;2017;Sênior Notes; 2.570.622 ;;;7,38;;;;;;;;;;
8;2017;Bancos Comerciais; 98.117 ;;;12,14;;;;;;;;;;
8;2017;Bancos Comerciais; 95.040 ;;;5,45;;;;;;;;;;
8;2017;Debêntures não conversíveis; 152.573 ;;;9,08;;;;;;;;;;
8;2017;Debêntures não conversíveis; 1.359.125 ;;;10,63;;;;;;;;;;
8;2017;Debêntures não conversíveis; 171.515 ;;;7,46;;;;;;;;;;
8;2017;Debêntures não conversíveis; 499.576 ;;;8,9;;;;;;;;;;
8;2017;Debêntures não conversíveis; 163.750 ;;;13,13;;;;;;;;;;
8;2018;Finame (BNDES); 1.055.281 ;;;5,31;;;;;;;;;;
8;2018;Finem (BNDES); 2.261 ;;;3,75;;;;;;;;;;
8;2018;Finem (BNDES); 2.584.347 ;;;9,08;;;;;;;;;;
8;2018;Finem (BNDES); 2.211 ;;;11,69;;;;;;;;;;
8;2018;Finem (BNDES); 3.930 ;;;13,65;;;;;;;;;;
8;2018;NCE; 646.024 ;;;8,06;;;;;;;;;;
8;2018;NCE; 514.817 ;;;8,13;;;;;;;;;;
8;2018;Sênior Notes 2024; 3.061.566 ;;;7,38;;;;;;;;;;
8;2018;Sênior Notes 2024; 1.997.394 ;;;5,88;;;;;;;;;;
8;2018;Bancos Comerciais; 15.499 ;;;5,33;;;;;;;;;;
8;2018;Loan 4131; 209.987 ;;;3,35;;;;;;;;;;
8;2018;Debêntures não conversíveis; 501.064 ;;;8,26;;;;;;;;;;
1;2013;Financiamento de até 3%; 15.499.000 ;;;3;;;;;;;;;;
1;2013;Financiamento de 3,1% até 5%; 13.759.000 ;;;4,05;;;;;;;;;;
1;2013;Financiamento de 5,1% até 7%; 29.195.000 ;;;6,05;;;;;;;;;;
1;2013;Financiamento de 7,1% até 9%; 2.731.000 ;;;8,05;;;;;;;;;;
1;2013;Financiamento de 9,1% até 11; 1.340.000 ;;;10,05;;;;;;;;;;
1;2013;Financiamento de acima de 11%; 6.175.000 ;;;11;;;;;;;;;;
1;2013;Financiamento de taxas variáveis; 278.000 ;;;0;;;;;;;;;;
1;2013;"Debênture - Tranche ""B"" - Salobo"; 870.000 ;15;100;6,5;;;;;;;;;;
1;2014;Empréstimos e financiamentos em dólares norte-americanos; 53.957.000 ;;;4,54;;;;;;;;;;
1;2014;Empréstimos e financiamentos em Reais; 16.750.000 ;;;9,55;;;;;;;;;;
1;2014;Empréstimos e financiamentos em Euros; 5.036.000 ;;;4,06;;;;;;;;;;
1;2014;Empréstimos e financiamentos em outras moedas; 774.000 ;;;6,24;;;;;;;;;;
1;2015;Empréstimos e financiamentos em dólares norte-americanos; 83.682.000 ;;;4,63;;;;;;;;;;
1;2015;Empréstimos e financiamentos em Reais; 21.638.000 ;;;10,78;;;;;;;;;;
1;2015;Empréstimos e financiamentos em Euros; 6.632.000 ;;;4,06;;;;;;;;;;
1;2015;Empréstimos e financiamentos em outras moedas; 714.000 ;;;5,94;;;;;;;;;;
1;2016;Empréstimos e financiamentos em dólares norte-americanos; 67.187.000 ;;;4,92;;;;;;;;;;
1;2016;Empréstimos e financiamentos em Reais; 21.588.000 ;;;10,94;;;;;;;;;;
1;2016;Empréstimos e financiamentos em Euros; 6.052.000 ;;;3,82;;;;;;;;;;
1;2016;Empréstimos e financiamentos em outras moedas; 737.000 ;;;3,35;;;;;;;;;;
1;2017;Empréstimos e financiamentos em dólares norte-americanos; 56.036.000 ;;;5,39;;;;;;;;;;
1;2017;Empréstimos e financiamentos em Reais; 13.719.000 ;;;8,14;;;;;;;;;;
1;2017;Empréstimos e financiamentos em Euros; 3.895.000 ;;;3,34;;;;;;;;;;
1;2017;Empréstimos e financiamentos em outras moedas; 742.000 ;;;3,23;;;;;;;;;;
1;2018;Empréstimos e financiamentos em dólares norte-americanos; 40.902.000 ;;;17;;;;;;;;;;"*Não havia informações de taxa. Apenas ""taxa média de capitalização de 17%"""
1;2018;Empréstimos e financiamentos em Reais; 4.217.000 ;;;17;;;;;;;;;;"*Não havia informações de taxa. Apenas ""taxa média de capitalização de 17%"""
1;2018;Empréstimos e financiamentos em Euros; 13.299.000 ;;;17;;;;;;;;;;"*Não havia informações de taxa. Apenas ""taxa média de capitalização de 17%"""
1;2018;Empréstimos e financiamentos em outras moedas; 588.000 ;;;17;;;;;;;;;;"*Não havia informações de taxa. Apenas ""taxa média de capitalização de 17%"""
1;2018;Empréstimos e financiamentos em outras moedas; 922.000 ;;;17;;;;;;;;;;"*Não havia informações de taxa. Apenas ""taxa média de capitalização de 17%"""
2;2013;Empréstimos e financiamentos em reais; 53.465.000 ;;;8,7;;;;;;;;;;
2;2013;Empréstimos e financiamentos em dólares norte-americanos; 170.878.000 ;;;3,7;;;;;;;;;;
2;2013;Empréstimos e financiamentos em reais indexados ao dólar; 20.694.000 ;;;7,1;;;;;;;;;;
2;2013;Empréstimos e financiamentos em libras; 4.385.000 ;;;5,9;;;;;;;;;;
2;2013;Empréstimos e financiamentos em ienes; 3.168.000 ;;;1,2;;;;;;;;;;
2;2013;Empréstimos e financiamentos em euro; 14.987.000 ;;;4,4;;;;;;;;;;
2;2013;Empréstimos e financiamentos em outras moedas; 34.000 ;;;14;;;;;;;;;;
2;2014;Empréstimos e financiamentos em reais; 62.223.000 ;;;10;;;;;;;;;;
2;2014;Empréstimos e financiamentos em dólares norte-americanos; 229.245.000 ;;;4,5;;;;;;;;;;
2;2014;Empréstimos e financiamentos em reais indexados ao dólar; 23.542.000 ;;;7;;;;;;;;;;
2;2014;Empréstimos e financiamentos em libras; 7.294.000 ;;;6,2;;;;;;;;;;
2;2014;Empréstimos e financiamentos em ienes; 2.698.000 ;;;1,5;;;;;;;;;;
2;2014;Empréstimos e financiamentos em euro; 25.820.000 ;;;4;;;;;;;;;;
2;2014;Empréstimos e financiamentos em outras moedas; 23.000 ;;;14,4;;;;;;;;;;
2;2015;Empréstimos e financiamentos em reais; 80.269.000 ;;;13;;;;;;;;;;
2;2015;Empréstimos e financiamentos em dólares norte-americanos; 330.972.000 ;;;4,9;;;;;;;;;;
2;2015;Empréstimos e financiamentos em reais indexados ao dólar; 34.382.000 ;;;7;;;;;;;;;;
2;2015;Empréstimos e financiamentos em libras; 10.197.000 ;;;6,1;;;;;;;;;;
2;2015;Empréstimos e financiamentos em ienes; 2.882.000 ;;;1,7;;;;;;;;;;
2;2015;Empréstimos e financiamentos em euro; 33.909.000 ;;;4,1;;;;;;;;;;
2;2015;Empréstimos e financiamentos em outras moedas; 36.000 ;;;14,3;;;;;;;;;;
2;2016;Empréstimos e financiamentos em reais; 78.788.000 ;;;7,9;;;;;;;;;;
2;2016;Empréstimos e financiamentos em dólares norte-americanos; 271.228.000 ;;;6;;;;;;;;;;
2;2016;Empréstimos e financiamentos em reais indexados ao dólar; 5.648.000 ;;;6,6;;;;;;;;;;
2;2016;Empréstimos e financiamentos em libras; 7.094.000 ;;;6,2;;;;;;;;;;
2;2016;Empréstimos e financiamentos em ienes; 572.000 ;;;0,5;;;;;;;;;;
2;2016;Empréstimos e financiamentos em euro; 21.637.000 ;;;4,3;;;;;;;;;;
2;2016;Empréstimos e financiamentos em outras moedas; 22.000 ;;;14;;;;;;;;;;
2;2017;Empréstimos e financiamentos em reais; 71.129.000 ;;;6,6;;;;;;;;;;
2;2017;Empréstimos e financiamentos em dólares norte-americanos; 262.260.000 ;;;6,1;;;;;;;;;;
2;2017;Empréstimos e financiamentos em reais indexados ao dólar; 1.354.000 ;;;3,6;;;;;;;;;;
2;2017;Empréstimos e financiamentos em libras; 7.884.000 ;;;6,3;;;;;;;;;;
2;2017;Empréstimos e financiamentos em ienes; 302.000 ;;;0,4;;;;;;;;;;
2;2017;Empréstimos e financiamentos em euro; 17.773.000 ;;;4,5;;;;;;;;;;
2;2017;Empréstimos e financiamentos em outras moedas; 22.000 ;;;14;;;;;;;;;;
2;2018;Empréstimos e financiamentos em dólares norte-americanos; 241.886.000 ;;;6,2;;;;;;;;;;
2;2018;Empréstimos e financiamentos em reais; 62.025.000 ;;;6,3;;;;;;;;;;
2;2018;Empréstimos e financiamentos em euro; 13.631.000 ;;;4,7;;;;;;;;;;
2;2018;Empréstimos e financiamentos em libras; 8.600.000 ;;;6,2;;;;;;;;;;
2;2018;Empréstimos e financiamentos em outras moedas; 19.000 ;;;9,9;;;;;;;;;;
3;2013;Dívida denominada em USD taxa fixa; 160.240 ;;;0,51;;;;;;;;;;
3;2013;Dívida denominada em USD taxa flutuante; 378.626 ;;;1,48;;;;;;;;;;
3;2013;Dívida cesta de moedas BNDES taxa flutuante (UMBNDES); 342.416 ;;;1,75;;;;;;;;;;
3;2013;Outras moedas latino-americanas taxa flutuante; 28.952 ;;;8,07;;;;;;;;;;
3;2013;Outras moedas latino - americanas taxa fixa; 47.116 ;;;13;;;;;;;;;;
3;2013;Dívida TJLP BNDES taxa flutuante (TJLP); 1.254.048 ;;;7,17;;;;;;;;;;
3;2013;Dívida em reais - ICMS taxa fixa; 190.235 ;;;3,01;;;;;;;;;;
3;2013;Dívida em reais - taxa fixa; 492.422 ;;;7,07;;;;;;;;;;
3;2014;Dívida denominada em USD taxa fixa; 19.489 ;;;4,99;;;;;;;;;;
3;2014;Dívida denominada em USD taxa flutuante; 301.537 ;;;1,87;;;;;;;;;;
3;2014;Dívida cesta de moedas BNDES taxa flutuante (UMBNDES); 236.683 ;;;1,74;;;;;;;;;;
3;2014;Outras moedas latino-americanas taxa flutuante; 1.867 ;;;9,01;;;;;;;;;;
3;2014;Outras moedas latino - americanas taxa fixa; 68.279 ;;;10,09;;;;;;;;;;
3;2014;Dívida TJLP BNDES taxa flutuante (TJLP); 1.162.865 ;;;7,24;;;;;;;;;;
3;2014;Dívida em reais - ICMS taxa fixa; 181.898 ;;;4,59;;;;;;;;;;
3;2014;Dívida em reais - taxa fixa; 650.006 ;;;6,93;;;;;;;;;;
